Zone,Sex,Cancer,Years,PopTot,Cases,AAIR,LCI,UCI,W_PopTot,W_Cases,W_AAIR,W_LCI,W_UCI,B_PopTot,B_Cases,B_AAIR,B_LCI,B_UCI,H_PopTot,H_Cases,H_AAIR,H_LCI,H_UCI,API_PopTot,API_Cases,API_AAIR,API_LCI,API_UCI,AIAN_PopTot,AIAN_Cases,AIAN_AAIR,AIAN_LCI,AIAN_UCI
A9038,Female,Myeloma,05yrs,162039,79,9.77,9.281,10.258,109821,48,8.776,8.337,9.215,40405,,,,,7614,,,,,3461,,,,,738,,,,
Statewide,Male,Myeloma,05yrs,11309562,6109,10.803,10.263,11.343,6857584,5696,16.614,15.783,17.444,3574132,1166,6.523,6.196,6.849,590465,268,9.072,8.618,9.525,209924,73,6.916,6.57,7.262,77457,38,9.774,9.285,10.262
A9010,Male,Myeloma,05yrs,150288,58,7.678,7.294,8.062,98273,37,7.456,7.084,7.829,40669,24,11.97,11.372,12.569,6696,,,,,4009,,,,,640,,,,
A9013,Male,Myeloma,05yrs,150440,97,12.87,12.227,13.514,105746,31,5.924,5.627,6.22,28537,21,14.419,13.698,15.14,12492,,,,,2938,,,,,728,,,,
A9017,Male,Myeloma,05yrs,152883,38,4.943,4.695,5.19,69531,18,5.117,4.861,5.373,78534,26,6.499,6.174,6.823,3415,,,,,749,,,,,653,,,,
A9020,Male,Myeloma,05yrs,150634,60,7.959,7.561,8.357,35435,,,,,109113,85,15.574,14.796,16.353,3861,,,,,1723,,,,,502,,,,
A9034,Male,Myeloma,05yrs,151126,57,7.592,7.212,7.971,89232,50,11.115,10.559,11.67,55056,46,16.646,15.814,17.479,4290,,,,,1796,,,,,753,,,,
A9038,Male,Myeloma,05yrs,154358,50,6.51,6.185,6.836,107600,61,11.376,10.807,11.945,34600,18,10.402,9.882,10.922,8952,,,,,2463,,,,,742,,,,
Statewide,Both,Brain,05yrs,23126262,8570,7.412,7.041,7.782,13930420,2973,4.269,4.055,4.482,7523094,2733,7.264,6.901,7.628,1088062,182,3.351,3.183,3.519,427251,91,4.27,4.056,4.483,157435,47,5.967,5.669,6.265
A9010,Both,Brain,05yrs,316394,119,7.519,7.143,7.894,207391,59,5.652,5.37,5.935,86956,23,5.334,5.067,5.6,12468,,,,,8086,,,,,1493,,,,
A9013,Both,Brain,05yrs,300620,73,4.882,4.638,5.126,210982,74,6.988,6.639,7.338,58714,,,,,22638,,,,,6648,,,,,1639,,,,
A9017,Both,Brain,05yrs,314711,76,4.86,4.617,5.103,138925,46,6.605,6.275,6.936,166179,42,5.024,4.773,5.275,6472,,,,,1793,,,,,1343,,,,
A9020,Both,Brain,05yrs,329288,91,5.524,5.247,5.8,73493,29,7.783,7.393,8.172,243898,101,8.278,7.864,8.692,7267,,,,,3460,,,,,1169,,,,
A9034,Both,Brain,05yrs,313318,57,3.639,3.457,3.821,182547,47,5.117,4.861,5.373,117246,26,4.385,4.165,4.604,8199,,,,,3826,,,,,1499,,,,
A9038,Both,Brain,05yrs,316397,99,6.279,5.965,6.593,217421,56,5.147,4.89,5.405,75005,,,,,16566,,,,,5924,,,,,1480,,,,
Statewide,Female,Brain,05yrs,11816700,3285,5.56,5.282,5.838,7072836,1281,3.622,3.44,3.803,3948962,1516,7.677,7.293,8.061,497597,103,4.146,3.939,4.353,217327,85,7.832,7.441,8.224,79978,,,,
A9010,Female,Brain,05yrs,166106,37,4.435,4.213,4.656,109118,44,7.993,7.593,8.392,46287,17,7.427,7.055,7.798,5772,,,,,4077,,,,,853,,,,
A9013,Female,Brain,05yrs,150180,55,7.345,6.978,7.712,105236,39,7.359,6.991,7.727,30177,,,,,10146,,,,,3710,,,,,911,,,,
A9017,Female,Brain,05yrs,161828,45,5.504,5.229,5.78,69394,21,6.006,5.706,6.307,87644,25,5.786,5.497,6.075,3056,,,,,1044,,,,,689,,,,
A9020,Female,Brain,05yrs,178654,26,2.879,2.735,3.023,38058,,,,,134785,28,4.171,3.962,4.379,3406,,,,,1737,,,,,668,,,,
A9034,Female,Brain,05yrs,162192,21,2.582,2.453,2.711,93315,16,3.377,3.208,3.546,62191,20,6.369,6.05,6.687,3909,,,,,2031,,,,,747,,,,
A9038,Female,Brain,05yrs,162039,23,2.875,2.731,3.019,109821,27,5.006,4.755,5.256,40405,,,,,7614,,,,,3461,,,,,738,,,,
Statewide,Male,Brain,05yrs,11309562,3239,5.727,5.441,6.014,6857584,1910,5.57,5.291,5.848,3574132,1571,8.794,8.354,9.233,590465,229,7.769,7.381,8.158,209924,84,7.956,7.559,8.354,77457,22,5.68,5.396,5.964
A9010,Male,Brain,05yrs,150288,85,11.277,10.713,11.841,98273,46,9.389,8.92,9.859,40669,22,10.785,10.246,11.325,6696,,,,,4009,,,,,640,,,,
A9013,Male,Brain,05yrs,150440,41,5.43,5.158,5.701,105746,23,4.278,4.064,4.492,28537,,,,,12492,,,,,2938,,,,,728,,,,
A9017,Male,Brain,05yrs,152883,55,7.176,6.817,7.534,69531,31,9.03,8.578,9.481,78534,42,10.57,10.042,11.099,3415,,,,,749,,,,,653,,,,
A9020,Male,Brain,05yrs,150634,40,5.305,5.04,5.57,35435,,,,,109113,34,6.3,5.985,6.615,3861,,,,,1723,,,,,502,,,,
A9034,Male,Brain,05yrs,151126,39,5.225,4.964,5.487,89232,50,11.204,10.643,11.764,55056,27,9.958,9.46,10.456,4290,,,,,1796,,,,,753,,,,
A9038,Male,Brain,05yrs,154358,41,5.294,5.029,5.558,107600,57,10.545,10.018,11.072,34600,,,,,8952,,,,,2463,,,,,742,,,,
Statewide,Both,Larynx,05yrs,23126262,8982,7.768,7.38,8.156,13930420,3357,4.82,4.579,5.061,7523094,2384,6.337,6.02,6.653,1088062,417,7.668,7.284,8.051,427251,130,6.087,5.782,6.391,157435,44,5.606,5.325,5.886
A9010,Both,Larynx,05yrs,316394,55,3.458,3.285,3.631,207391,44,4.232,4.02,4.443,86956,22,5.114,4.859,5.37,12468,,,,,8086,,,,,1493,,,,
A9013,Both,Larynx,05yrs,300620,104,6.904,6.559,7.249,210982,52,4.962,4.713,5.21,58714,18,6.121,5.815,6.427,22638,,,,,6648,,,,,1639,,,,
A9017,Both,Larynx,05yrs,314711,128,8.163,7.755,8.571,138925,33,4.709,4.474,4.945,166179,38,4.597,4.367,4.827,6472,,,,,1793,,,,,1343,,,,
A9020,Both,Larynx,05yrs,329288,75,4.577,4.348,4.806,73493,33,9.041,8.589,9.493,243898,95,7.762,7.374,8.15,7267,,,,,3460,,,,,1169,,,,
A9034,Both,Larynx,05yrs,313318,124,7.941,7.544,8.338,182547,40,4.394,4.174,4.613,117246,37,6.356,6.038,6.674,8199,,,,,3826,,,,,1499,,,,
A9038,Both,Larynx,05yrs,316397,85,5.35,5.082,5.617,217421,60,5.515,5.239,5.791,75005,19,4.95,4.702,5.197,16566,,,,,5924,,,,,1480,,,,
Statewide,Female,Larynx,05yrs,11816700,958,1.622,1.541,1.703,7072836,350,0.991,0.941,1.04,3948962,525,2.659,2.526,2.792,497597,73,2.953,2.805,3.1,217327,,,,,79978,,,,
A9010,Female,Larynx,05yrs,166106,34,4.07,3.866,4.273,109118,,,,,46287,,,,,5772,,,,,4077,,,,,853,,,,
A9013,Female,Larynx,05yrs,150180,16,2.07,1.967,2.174,105236,,,,,30177,,,,,10146,,,,,3710,,,,,911,,,,
A9017,Female,Larynx,05yrs,161828,20,2.522,2.396,2.649,69394,,,,,87644,,,,,3056,,,,,1044,,,,,689,,,,
A9020,Female,Larynx,05yrs,178654,,,,,38058,,,,,134785,,,,,3406,,,,,1737,,,,,668,,,,
A9034,Female,Larynx,05yrs,162192,32,3.97,3.772,4.169,93315,,,,,62191,,,,,3909,,,,,2031,,,,,747,,,,
A9038,Female,Larynx,05yrs,162039,,,,,109821,,,,,40405,,,,,7614,,,,,3461,,,,,738,,,,
Statewide,Male,Larynx,05yrs,11309562,7726,13.663,12.979,14.346,6857584,1504,4.386,4.167,4.606,3574132,759,4.25,4.037,4.462,590465,165,5.588,5.308,5.867,209924,106,10.105,9.6,10.61,77457,35,8.988,8.539,9.438
A9010,Male,Larynx,05yrs,150288,97,12.911,12.266,13.557,98273,40,8.063,7.66,8.466,40669,,,,,6696,,,,,4009,,,,,640,,,,
A9013,Male,Larynx,05yrs,150440,82,10.935,10.388,11.482,105746,52,9.835,9.344,10.327,28537,17,11.622,11.041,12.203,12492,,,,,2938,,,,,728,,,,
A9017,Male,Larynx,05yrs,152883,112,14.628,13.897,15.36,69531,53,15.267,14.503,16.03,78534,54,13.712,13.026,14.397,3415,,,,,749,,,,,653,,,,
A9020,Male,Larynx,05yrs,150634,50,6.573,6.245,6.902,35435,18,10.062,9.559,10.566,109113,65,11.936,11.339,12.533,3861,,,,,1723,,,,,502,,,,
A9034,Male,Larynx,05yrs,151126,68,9.012,8.561,9.462,89232,60,13.522,12.846,14.198,55056,29,10.607,10.077,11.137,4290,,,,,1796,,,,,753,,,,
A9038,Male,Larynx,05yrs,154358,83,10.706,10.17,11.241,107600,59,11.011,10.461,11.562,34600,23,13.051,12.398,13.703,8952,,,,,2463,,,,,742,,,,
Statewide,Female,Ovary,05yrs,11816700,2916,4.935,4.688,5.182,7072836,3422,9.677,9.194,10.161,3948962,1940,9.828,9.336,10.319,497597,105,4.235,4.023,4.447,217327,155,14.286,13.572,15,79978,36,9.068,8.614,9.521
A9010,Female,Ovary,05yrs,166106,90,10.78,10.241,11.319,109118,34,6.313,5.997,6.629,46287,31,13.468,12.795,14.142,5772,,,,,4077,,,,,853,,,,
A9013,Female,Ovary,05yrs,150180,61,8.171,7.762,8.58,105236,31,5.959,5.661,6.257,30177,22,14.37,13.651,15.088,10146,,,,,3710,,,,,911,,,,
A9017,Female,Ovary,05yrs,161828,62,7.692,7.307,8.076,69394,53,15.251,14.488,16.013,87644,48,10.944,10.397,11.491,3056,,,,,1044,,,,,689,,,,
A9020,Female,Ovary,05yrs,178654,70,7.854,7.461,8.246,38058,18,9.622,9.14,10.103,134785,50,7.423,7.052,7.794,3406,,,,,1737,,,,,668,,,,
A9034,Female,Ovary,05yrs,162192,126,15.476,14.702,16.249,93315,23,4.84,4.598,5.082,62191,,,,,3909,,,,,2031,,,,,747,,,,
A9038,Female,Ovary,05yrs,162039,35,4.273,4.059,4.487,109821,54,9.865,9.371,10.358,40405,,,,,7614,,,,,3461,,,,,738,,,,
Statewide,Both,Esoph,05yrs,23126262,5894,5.097,4.842,5.352,13930420,2896,4.158,3.95,4.366,7523094,2051,5.453,5.181,5.726,1088062,415,7.635,7.254,8.017,427251,107,5.018,4.767,5.268,157435,37,4.729,4.492,4.965
A9010,Both,Esoph,05yrs,316394,67,4.219,4.008,4.43,207391,50,4.819,4.578,5.06,86956,18,4.048,3.846,4.251,12468,,,,,8086,,,,,1493,,,,
A9013,Both,Esoph,05yrs,300620,51,3.365,3.197,3.534,210982,31,2.966,2.817,3.114,58714,,,,,22638,,,,,6648,,,,,1639,,,,
A9017,Both,Esoph,05yrs,314711,126,7.998,7.598,8.398,138925,43,6.137,5.83,6.444,166179,43,5.212,4.951,5.472,6472,,,,,1793,,,,,1343,,,,
A9020,Both,Esoph,05yrs,329288,104,6.338,6.021,6.655,73493,29,7.95,7.553,8.348,243898,44,3.625,3.444,3.806,7267,,,,,3460,,,,,1169,,,,
A9034,Both,Esoph,05yrs,313318,65,4.168,3.96,4.376,182547,36,3.945,3.747,4.142,117246,29,4.942,4.695,5.189,8199,,,,,3826,,,,,1499,,,,
A9038,Both,Esoph,05yrs,316397,61,3.846,3.654,4.039,217421,75,6.863,6.52,7.206,75005,20,5.325,5.058,5.591,16566,,,,,5924,,,,,1480,,,,
Statewide,Female,Esoph,05yrs,11816700,392,0.664,0.631,0.697,7072836,336,0.951,0.903,0.998,3948962,22,0.114,0.108,0.119,497597,43,1.734,1.647,1.82,217327,38,3.521,3.345,3.697,79978,,,,
A9010,Female,Esoph,05yrs,166106,32,3.902,3.707,4.097,109118,,,,,46287,,,,,5772,,,,,4077,,,,,853,,,,
A9013,Female,Esoph,05yrs,150180,,,,,105236,,,,,30177,,,,,10146,,,,,3710,,,,,911,,,,
A9017,Female,Esoph,05yrs,161828,25,3.112,2.957,3.268,69394,,,,,87644,,,,,3056,,,,,1044,,,,,689,,,,
A9020,Female,Esoph,05yrs,178654,,,,,38058,,,,,134785,,,,,3406,,,,,1737,,,,,668,,,,
A9034,Female,Esoph,05yrs,162192,,,,,93315,,,,,62191,,,,,3909,,,,,2031,,,,,747,,,,
A9038,Female,Esoph,05yrs,162039,,,,,109821,,,,,40405,,,,,7614,,,,,3461,,,,,738,,,,
Statewide,Male,Esoph,05yrs,11309562,5976,10.568,10.04,11.096,6857584,2720,7.933,7.536,8.329,3574132,1844,10.321,9.805,10.837,590465,191,6.465,6.142,6.788,209924,53,5.014,4.763,5.265,77457,26,6.824,6.483,7.165
A9010,Male,Esoph,05yrs,150288,43,5.696,5.412,5.981,98273,31,6.229,5.917,6.54,40669,,,,,6696,,,,,4009,,,,,640,,,,
A9013,Male,Esoph,05yrs,150440,65,8.65,8.217,9.082,105746,64,12.101,11.496,12.706,28537,17,11.574,10.996,12.153,12492,,,,,2938,,,,,728,,,,
A9017,Male,Esoph,05yrs,152883,59,7.702,7.316,8.087,69531,42,12.105,11.5,12.711,78534,46,11.832,11.241,12.424,3415,,,,,749,,,,,653,,,,
A9020,Male,Esoph,05yrs,150634,41,5.464,5.191,5.737,35435,21,11.699,11.114,12.284,109113,32,5.944,5.647,6.241,3861,,,,,1723,,,,,502,,,,
A9034,Male,Esoph,05yrs,151126,43,5.744,5.457,6.031,89232,60,13.376,12.707,14.045,55056,31,11.387,10.817,11.956,4290,,,,,1796,,,,,753,,,,
A9038,Male,Esoph,05yrs,154358,54,7.005,6.655,7.355,107600,54,10.103,9.598,10.608,34600,,,,,8952,,,,,2463,,,,,742,,,,
Statewide,Both,AllSite,10yrs,45276693,2307323,509.605,484.125,535.085,27625124,1507712,545.775,518.487,573.064,14624771,673977,460.846,437.804,483.888,1941158,105558,543.788,516.598,570.977,781616,36377,465.403,442.132,488.673,304024,14777,486.055,461.752,510.357
A9010,Both,AllSite,10yrs,629987,34380,545.73,518.443,573.016,416483,19089,458.34,435.423,481.257,172988,7984,461.544,438.467,484.621,22685,1076,474.154,450.446,497.862,14872,706,474.541,450.814,498.268,2959,151,509.375,483.906,534.844
A9013,Both,AllSite,10yrs,579080,31185,538.532,511.605,565.459,410189,19974,486.95,462.602,511.297,112954,5953,526.998,500.648,553.348,40491,1975,487.683,463.298,512.067,12281,624,507.901,482.506,533.296,3165,167,528.151,501.743,554.559
A9017,Both,AllSite,10yrs,629599,33816,537.109,510.253,563.964,275072,12241,445.018,422.767,467.269,337339,17713,525.082,498.828,551.337,11479,561,488.42,463.999,512.841,3058,140,458.044,435.142,480.946,2650,126,474.707,450.972,498.442
A9020,Both,AllSite,10yrs,658806,31363,476.058,452.255,499.861,163699,7969,486.819,462.478,511.16,472971,24188,511.404,485.834,536.974,13549,607,447.915,425.52,470.311,6262,279,445.781,423.492,468.07,2325,105,449.634,427.152,472.115
A9034,Both,AllSite,10yrs,620709,29811,480.28,456.266,504.293,366425,16211,442.401,420.281,464.521,229364,11742,511.938,486.341,537.534,14709,670,455.639,432.857,478.421,7152,327,456.862,434.019,479.705,3059,139,455.263,432.5,478.027
A9038,Both,AllSite,10yrs,607227,30437,501.252,476.19,526.315,419643,18632,443.991,421.792,466.191,144412,7768,537.926,511.03,564.823,29477,1604,544.032,516.831,571.234,10801,507,469.388,445.918,492.857,2894,156,537.979,511.08,564.878
Statewide,Female,AllSite,10yrs,23144310,913336,394.627,374.895,414.358,14033249,602794,429.547,408.07,451.024,7675012,286099,372.766,354.128,391.405,885591,39686,448.134,425.728,470.541,396201,16126,407.011,386.66,427.361,154257,5844,378.821,359.879,397.762
A9010,Female,AllSite,10yrs,331586,11969,360.965,342.917,379.014,219491,8426,383.896,364.702,403.091,92529,4049,437.591,415.711,459.47,10433,438,419.706,398.721,440.691,7463,278,372.325,353.708,390.941,1671,69,415.715,394.929,436.5
A9013,Female,AllSite,10yrs,290418,11858,408.294,387.879,428.708,205185,8550,416.685,395.851,437.519,58462,2399,410.289,389.774,430.803,17937,728,405.682,385.398,425.966,7087,285,402.61,382.48,422.741,1747,77,440.021,418.02,462.023
A9017,Female,AllSite,10yrs,324159,11582,357.282,339.418,375.146,137444,6108,444.435,422.213,466.657,178143,7799,437.785,415.896,459.674,5445,246,452.643,430.01,475.275,1797,81,450.685,428.151,473.219,1331,61,456.32,433.504,479.136
A9020,Female,AllSite,10yrs,357225,12863,360.084,342.079,378.088,85151,3283,385.593,366.314,404.873,261232,9754,373.38,354.711,392.049,6338,284,448.855,426.412,471.298,3193,132,413.667,392.984,434.351,1310,48,363.609,345.428,381.789
A9034,Female,AllSite,10yrs,321590,14334,445.71,423.424,467.995,187481,8464,451.478,428.904,474.052,121828,5242,430.298,408.784,451.813,7004,268,383.314,364.149,402.48,3785,166,438.323,416.407,460.239,1492,68,455.555,432.777,478.333
A9038,Female,AllSite,10yrs,311939,11872,380.591,361.562,399.621,212625,9684,455.445,432.673,478.217,78027,3231,414.061,393.358,434.764,13440,597,444.442,422.22,466.664,6371,256,402.334,382.218,422.451,1476,55,375.761,356.973,394.549
Statewide,Male,AllSite,10yrs,22132383,1419920,641.558,609.48,673.636,13591875,920903,677.54,643.663,711.417,6949759,375184,539.852,512.859,566.844,1055567,63692,603.395,573.225,633.564,385415,20809,539.9,512.905,566.895,149767,9997,667.481,634.107,700.855
A9010,Male,AllSite,10yrs,298401,16386,549.14,521.683,576.597,196992,12967,658.228,625.317,691.139,80459,4420,549.4,521.93,576.87,12252,832,678.997,645.047,712.946,7409,452,609.705,579.22,640.19,1289,71,549.358,521.89,576.825
A9013,Male,AllSite,10yrs,288663,17614,610.192,579.682,640.702,205005,13459,656.505,623.68,689.331,54492,3592,659.143,626.186,692.1,22554,1384,613.705,583.019,644.39,5194,352,678.476,644.553,712.4,1418,87,611.372,580.804,641.941
A9017,Male,AllSite,10yrs,305440,19182,628.015,596.614,659.416,137628,8126,590.403,560.883,619.923,159196,10102,634.582,602.853,666.312,6035,364,603.108,572.953,633.263,1262,73,578.428,549.506,607.349,1320,88,663.242,630.08,696.404
A9020,Male,AllSite,10yrs,301581,20443,677.859,643.966,711.752,78547,4610,586.967,557.619,616.316,211739,13581,641.389,609.32,673.459,7211,440,609.972,579.473,640.47,3069,197,642.21,610.099,674.32,1015,58,567.756,539.368,596.144
A9034,Male,AllSite,10yrs,299120,16031,535.951,509.153,562.748,178944,10529,588.402,558.982,617.822,107536,5989,556.895,529.051,584.74,7705,485,629.857,598.364,661.35,3367,183,542.184,515.075,569.294,1567,84,537.825,510.934,564.716
A9038,Male,AllSite,10yrs,295287,18656,631.783,600.194,663.373,207017,13246,639.848,607.856,671.841,66385,3857,581.044,551.992,610.096,16037,1056,658.668,625.734,691.601,4430,267,602.416,572.295,632.537,1418,80,560.801,532.761,588.841
Statewide,Male,Prostate,10yrs,22132383,472914,213.675,202.991,224.359,13591875,187943,138.276,131.363,145.19,6949759,91257,131.31,124.745,137.876,1055567,21614,204.765,194.527,215.003,385415,6267,162.598,154.468,170.728,149767,2342,156.402,148.582,164.222
A9010,Male,Prostate,10yrs,298401,5464,183.1,173.945,192.254,196992,2519,127.882,121.487,134.276,80459,1047,130.087,123.582,136.591,12252,231,188.353,178.935,197.77,7409,122,164.626,156.394,172.857,1289,23,177.668,168.784,186.551
A9013,Male,Prostate,10yrs,288663,5789,200.551,190.524,210.579,205005,3234,157.752,149.865,165.64,54492,864,158.634,150.703,166.566,22554,348,154.439,146.717,162.161,5194,75,144.053,136.851,151.256,1418,27,188.642,179.21,198.074
A9017,Male,Prostate,10yrs,305440,6050,198.065,188.162,207.968,137628,1736,126.157,119.849,132.465,159196,3347,210.239,199.727,220.751,6035,128,212.449,201.826,223.071,1262,20,156.34,148.523,164.157,1320,17,128.844,122.401,135.286
A9020,Male,Prostate,10yrs,301581,4563,151.294,143.729,158.858,78547,1365,173.778,165.09,182.467,211739,2984,140.929,133.882,147.975,7211,136,188.786,179.346,198.225,3069,51,165.593,157.313,173.873,1015,,,,
A9034,Male,Prostate,10yrs,299120,4438,148.358,140.94,155.776,178944,2863,159.967,151.968,167.965,107536,2221,206.523,196.197,216.849,7705,109,141.74,134.653,148.827,3367,71,210.843,200.301,221.385,1567,29,184.88,175.636,194.124
A9038,Male,Prostate,10yrs,295287,5734,194.198,184.488,203.908,207017,4361,210.645,200.112,221.177,66385,1067,160.729,152.693,168.766,16037,257,160.359,152.341,168.376,4430,83,187.141,177.784,196.498,1418,18,127.816,121.425,134.207
Statewide,Both,Lung,10yrs,45276693,398571,88.03,83.629,92.432,27625124,176227,63.792,60.603,66.982,14624771,65470,44.767,42.528,47.005,1941158,13806,71.122,67.566,74.678,781616,6961,89.06,84.607,93.514,304024,2391,78.653,74.72,82.586
A9010,Both,Lung,10yrs,629987,4406,69.934,66.437,73.431,416483,2151,51.644,49.062,54.226,172988,817,47.231,44.869,49.593,22685,128,56.211,53.4,59.022,14872,130,87.148,82.791,91.506,2959,17,57.545,54.668,60.423
A9013,Both,Lung,10yrs,579080,3465,59.829,56.837,62.82,410189,2116,51.581,49.002,54.161,112954,827,73.242,69.58,76.904,40491,320,79.077,75.123,83.03,12281,93,75.52,71.744,79.296,3165,28,88.541,84.113,92.968
A9017,Both,Lung,10yrs,629599,5443,86.451,82.128,90.773,275072,2409,87.57,83.192,91.949,337339,1864,55.263,52.5,58.027,11479,71,61.501,58.426,64.576,3058,24,76.867,73.024,80.71,2650,17,65.305,62.04,68.57
A9020,Both,Lung,10yrs,658806,4529,68.747,65.309,72.184,163699,893,54.537,51.811,57.264,472971,3542,74.887,71.143,78.632,13549,103,75.712,71.926,79.497,6262,37,59.139,56.182,62.096,2325,20,85.554,81.276,89.832
A9034,Both,Lung,10yrs,620709,5310,85.551,81.274,89.829,366425,2150,58.672,55.738,61.605,229364,1429,62.295,59.18,65.41,14709,122,82.974,78.826,87.123,7152,59,83.103,78.948,87.258,3059,17,55.7,52.915,58.485
A9038,Both,Lung,10yrs,607227,4277,70.441,66.919,73.963,419643,2516,59.95,56.953,62.948,144412,1136,78.658,74.725,82.59,29477,170,57.63,54.748,60.511,10801,72,66.87,63.526,70.213,2894,,,,
Statewide,Female,Lung,10yrs,23144310,102799,44.416,42.196,46.637,14033249,61024,43.485,41.311,45.66,7675012,46163,60.148,57.14,63.155,885591,6500,73.396,69.727,77.066,396201,2278,57.485,54.611,60.359,154257,702,45.52,43.244,47.796
A9010,Female,Lung,10yrs,331586,1413,42.612,40.481,44.742,219491,1230,56.043,53.241,58.845,92529,570,61.574,58.495,64.653,10433,49,46.621,44.29,48.952,7463,54,73.011,69.361,76.662,1671,,,,
A9013,Female,Lung,10yrs,290418,2026,69.76,66.272,73.248,205185,1233,60.074,57.07,63.078,58462,264,45.198,42.939,47.458,17937,106,59.344,56.377,62.311,7087,52,73.34,69.673,77.007,1747,,,,
A9017,Female,Lung,10yrs,324159,2182,67.307,63.942,70.672,137444,703,51.161,48.603,53.72,178143,827,46.451,44.128,48.773,5445,26,47.382,45.013,49.751,1797,,,,,1331,,,,
A9020,Female,Lung,10yrs,357225,1767,49.476,47.003,51.95,85151,434,50.964,48.416,53.513,261232,1598,61.191,58.131,64.25,6338,31,49.313,46.847,51.778,3193,,,,,1310,,,,
A9034,Female,Lung,10yrs,321590,2087,64.895,61.65,68.14,187481,1160,61.872,58.779,64.966,121828,781,64.135,60.928,67.341,7004,44,62.298,59.183,65.413,3785,20,52.606,49.976,55.236,1492,,,,
A9038,Female,Lung,10yrs,311939,1859,59.579,56.6,62.558,212625,1450,68.207,64.797,71.617,78027,467,59.885,56.891,62.879,13440,81,60.631,57.599,63.662,6371,39,60.606,57.576,63.636,1476,,,,
Statewide,Male,Lung,10yrs,22132383,233862,105.665,100.382,110.948,13591875,96366,70.9,67.355,74.445,6949759,56416,81.177,77.118,85.236,1055567,10628,100.688,95.654,105.722,385415,4448,115.397,109.627,121.167,149767,1280,85.474,81.2,89.748
A9010,Male,Lung,10yrs,298401,2370,79.409,75.439,83.38,196992,2190,111.195,105.635,116.755,80459,801,99.51,94.535,104.486,12252,109,89.317,84.851,93.782,7409,53,71.411,67.84,74.981,1289,,,,
A9013,Male,Lung,10yrs,288663,2258,78.239,74.327,82.151,205005,1692,82.544,78.417,86.671,54492,351,64.363,61.145,67.581,22554,152,67.38,64.011,70.749,5194,40,76.342,72.525,80.159,1418,,,,
A9017,Male,Lung,10yrs,305440,3094,101.291,96.226,106.355,137628,1524,110.724,105.188,116.26,159196,1862,116.949,111.101,122.796,6035,58,96.91,92.064,101.755,1262,,,,,1320,,,,
A9020,Male,Lung,10yrs,301581,2965,98.313,93.398,103.229,78547,418,53.273,50.609,55.936,211739,1974,93.205,88.544,97.865,7211,67,92.776,88.137,97.415,3069,36,117.045,111.193,122.897,1015,,,,
A9034,Male,Lung,10yrs,299120,2220,74.226,70.515,77.937,178944,1771,98.985,94.035,103.934,107536,1194,111.035,105.483,116.587,7705,59,76.155,72.347,79.962,3367,37,109.864,104.371,115.357,1567,18,115.085,109.331,120.839
A9038,Male,Lung,10yrs,295287,2964,100.377,95.358,105.396,207017,1530,73.889,70.194,77.583,66385,787,118.483,112.559,124.408,16037,95,59.5,56.525,62.475,4430,38,85.431,81.16,89.703,1418,,,,
Statewide,Female,Breast,10yrs,23144310,232016,100.248,95.235,105.26,14033249,160867,114.633,108.901,120.364,7675012,91827,119.644,113.662,125.626,885591,8909,100.605,95.575,105.635,396201,4192,105.815,100.525,111.106,154257,2138,138.591,131.661,145.521
A9010,Female,Breast,10yrs,331586,4620,139.336,132.369,146.303,219491,3069,139.827,132.835,146.818,92529,993,107.267,101.904,112.631,10433,123,118.355,112.438,124.273,7463,85,113.26,107.597,118.924,1671,22,132.761,126.123,139.399
A9013,Female,Breast,10yrs,290418,3666,126.247,119.935,132.56,205185,2436,118.729,112.793,124.665,58462,659,112.709,107.073,118.344,17937,205,114.481,108.757,120.205,7087,70,98.851,93.908,103.793,1747,25,143.202,136.042,150.362
A9017,Female,Breast,10yrs,324159,4448,137.215,130.355,144.076,137444,1662,120.888,114.844,126.933,178143,2317,130.037,123.535,136.539,5445,76,139.608,132.628,146.589,1797,19,106.477,101.153,111.801,1331,19,142.29,135.176,149.405
A9020,Female,Breast,10yrs,357225,4991,139.725,132.738,146.711,85151,1089,127.861,121.468,134.254,261232,3190,122.1,115.995,128.205,6338,75,118.119,112.213,124.025,3193,31,96.642,91.81,101.474,1310,19,143.353,136.186,150.521
A9034,Female,Breast,10yrs,321590,3306,102.788,97.649,107.928,187481,1936,103.271,98.107,108.434,121828,1463,120.116,114.11,126.121,7004,68,96.76,91.922,101.598,3785,41,109.291,103.826,114.755,1492,19,125.215,118.955,131.476
A9038,Female,Breast,10yrs,311939,3904,125.167,118.909,131.426,212625,2610,122.75,116.612,128.887,78027,1078,138.187,131.277,145.096,13440,167,124.541,118.314,130.768,6371,67,105.489,100.214,110.763,1476,17,116.852,111.009,122.694
Statewide,Both,CRC,10yrs,45276693,165543,36.563,34.734,38.391,27625124,126660,45.849,43.557,48.142,14624771,57787,39.513,37.537,41.488,1941158,8127,41.865,39.772,43.958,781616,3493,44.686,42.451,46.92,304024,1440,47.366,44.998,49.735
A9010,Both,CRC,10yrs,629987,2516,39.941,37.944,41.938,416483,2049,49.199,46.739,51.659,172988,636,36.745,34.908,38.582,22685,97,42.846,40.704,44.988,14872,76,50.983,48.434,53.532,2959,,,,
